time(KST),price(USD),market_cap(USD),total_volume(USD),dominance(%),rate_of_change_in_price(%)
2020-01-07T00:00:00+09:00,4.099196833,776049648.4,113495847.3,0.065811164,-2.381297702
2020-01-08T00:00:00+09:00,4.084230655,772813152.5,138825162.6,0.0655367,-0.365100267
2020-01-09T00:00:00+09:00,3.994339815,755260697.8,130051245.4,0.064048203,-2.200924662
2020-01-10T00:00:00+09:00,4.225668193,790724732.5,135214139.2,0.067055652,5.791404563
2020-01-11T00:00:00+09:00,4.284214126,805014087.5,183809898.3,0.068267429,1.385483432
2020-01-12T00:00:00+09:00,4.260330865,804135175.1,137050671.2,0.068192895,-0.557471232
2020-01-13T00:00:00+09:00,4.250241306,801127778.4,116024160.8,0.067937859,-0.236825707
2020-01-14T00:00:00+09:00,4.238315251,800526114.7,106760666,0.067886836,-0.28059714
2020-01-15T00:00:00+09:00,4.509174347,850291612.7,218850746.1,0.072107089,6.39072557
2020-01-16T00:00:00+09:00,4.560441672,859739082.8,258869305,0.07290826,1.136955935
2020-01-17T00:00:00+09:00,5.070943712,936909309.4,310794465.1,0.07945251,11.19413593
2020-01-18T00:00:00+09:00,4.982434714,947313842.3,300500897.5,0.080334843,-1.745414718
2020-01-19T00:00:00+09:00,4.613897457,872956997.3,204228833.9,0.074029176,-7.396730276
2020-01-20T00:00:00+09:00,4.528916464,858191468,189860926.3,0.072843686,-1.841848339
2020-01-21T00:00:00+09:00,4.497462006,852029654.8,140300179.3,0.072320668,-0.694525007
2020-01-22T00:00:00+09:00,4.639352315,878301154.1,135240204.9,0.074550605,3.154897332
2020-01-23T00:00:00+09:00,4.644919692,878179755.1,130315444.9,0.074540301,0.120003316
2020-01-24T00:00:00+09:00,4.431773107,838377586.1,158732501.7,0.071161874,-4.588810988
2020-01-25T00:00:00+09:00,4.473028355,847175002,164664425.4,0.071908603,0.930897125
2020-01-26T00:00:00+09:00,4.415065838,835324724.2,134517488.1,0.070902746,-1.295822715
2020-01-27T00:00:00+09:00,4.484176927,846435603.1,123113341,0.071845843,1.565346738
2020-01-28T00:00:00+09:00,4.504759129,850957728.5,181185861.4,0.072229683,0.458996219
2020-01-29T00:00:00+09:00,4.583116107,866501568,189651008.1,0.073549051,1.739426588
2020-01-30T00:00:00+09:00,4.399239375,837095024.7,187822700.1,0.07105301,-4.01204612
2020-01-31T00:00:00+09:00,4.407097443,829561712.8,194404564.9,0.070413579,0.178623322
2020-02-01T00:00:00+09:00,4.380309381,831459347.1,185193326.6,0.070574651,-0.607839113
2020-02-02T00:00:00+09:00,4.370755241,824139648.4,146431362.2,0.069953352,-0.21811564
2020-02-03T00:00:00+09:00,4.410453905,851835924,160309718.3,0.072304224,0.908279279
2020-02-04T00:00:00+09:00,4.270137821,822606805,160864763.9,0.069823243,-3.181443166
2020-02-05T00:00:00+09:00,4.2169217,811726614.5,184890093.6,0.068899728,-1.24623896
2020-02-06T00:00:00+09:00,4.316316553,828606565.9,201144513.9,0.070332506,2.357047642
2020-02-07T00:00:00+09:00,4.572763607,879077520.5,232464745.1,0.074616504,5.941340268
2020-02-08T00:00:00+09:00,4.818459422,924070102.6,245605175.1,0.078435495,5.373026822
2020-02-09T00:00:00+09:00,4.647228266,891071585.9,209049754.5,0.075634565,-3.553649436
2020-02-10T00:00:00+09:00,4.741219593,903750467.3,182810148.8,0.076710755,2.022524448
2020-02-11T00:00:00+09:00,4.785769126,914729701.2,199310639.2,0.077642677,0.939621792
2020-02-12T00:00:00+09:00,5.114089009,979685265.7,233365361.4,0.083300084,6.860336853
2020-02-13T00:00:00+09:00,5.148892239,980819278.5,255288271,0.083396506,0.680536254
2020-02-14T00:00:00+09:00,4.901170449,936696346.1,277951406.6,0.079644848,-4.811166711
2020-02-15T00:00:00+09:00,5.099030327,973942778.5,224029949.4,0.082811815,4.036992378
2020-02-16T00:00:00+09:00,4.582236749,879524171.8,247034961.9,0.074783648,-10.13513441
2020-02-17T00:00:00+09:00,4.408459983,844676987.2,287389567.4,0.071820682,-3.792400434
2020-02-18T00:00:00+09:00,4.286006577,814708214.6,311937915,0.069272516,-2.777691228
2020-02-19T00:00:00+09:00,4.426317027,844249430.3,256662499.5,0.071784328,3.273687229
2020-02-20T00:00:00+09:00,4.14374604,795949002.5,151179790.4,0.067677469,-6.383884948
2020-02-21T00:00:00+09:00,4.451675685,846930919.8,1731851908,0.072012328,7.431190069
2020-02-22T00:00:00+09:00,4.941599396,939460620.9,329787646.5,0.079879888,11.00537744
2020-02-23T00:00:00+09:00,4.987181255,947356717.8,290394447.4,0.080551272,0.922411048
2020-02-24T00:00:00+09:00,4.810352151,915911724.8,241676410,0.077877586,-3.545672292
2020-02-25T00:00:00+09:00,4.381890083,831599025.2,263911267.7,0.070708697,-8.907083196
2020-02-26T00:00:00+09:00,4.056127769,764624560.6,229888058.8,0.065014033,-7.434287656
2020-02-27T00:00:00+09:00,3.664405328,691872729.2,271876132.9,0.058828135,-9.657546888
2020-02-28T00:00:00+09:00,3.69061781,694687863.1,246984622.7,0.059067498,0.715327034
2020-02-29T00:00:00+09:00,3.5559568,672811796.2,180664999,0.057207433,-3.648738978
2020-03-01T00:00:00+09:00,3.460327099,652119306.7,108559242.8,0.055448005,-2.689281835
2020-03-02T00:00:00+09:00,3.372740304,634066044.3,130814812.6,0.053912983,-2.531170973
2020-03-03T00:00:00+09:00,3.706541178,695386973.1,153152168,0.059126942,9.897022712
2020-03-04T00:00:00+09:00,3.615599672,677932499.7,125672178.8,0.057642833,-2.453540976
2020-03-05T00:00:00+09:00,3.731746879,696621598.6,145761418.7,0.059231919,3.212391242
2020-03-06T00:00:00+09:00,3.772895315,704994145.9,140869545.8,0.059943814,1.10265883
2020-03-07T00:00:00+09:00,3.843202169,716612871.4,128743398.4,0.060931724,1.863472147
2020-03-08T00:00:00+09:00,3.616333973,678216626.2,107679505.9,0.057685805,-5.903103345
2020-03-09T00:00:00+09:00,3.084145241,579215929.7,168223696.6,0.049265288,-14.71624955
2020-03-10T00:00:00+09:00,3.023317563,561194841.3,203004570.9,0.047732501,-1.972270213
2020-03-11T00:00:00+09:00,3.0657518,577983175.1,153246007.8,0.049160435,1.403565324
2020-03-12T00:00:00+09:00,2.993519815,561007784.8,121566117.6,0.047716591,-2.356093705
2020-03-13T00:00:00+09:00,1.609239379,295709804.3,171617510.1,0.025151637,-46.24256799
2020-03-14T00:00:00+09:00,1.803321247,334780310,309929966.3,0.028474784,12.0604722
2020-03-15T00:00:00+09:00,1.836176701,340950989.8,95287661.97,0.028999632,1.821941269
2020-03-16T00:00:00+09:00,1.926434097,366643613.3,187673373,0.031184921,4.915507065
2020-03-17T00:00:00+09:00,1.678737786,315540342.4,177785618.8,0.026838326,-12.857762
2020-03-18T00:00:00+09:00,1.780911637,338405272.9,140409435.8,0.028783105,6.086349653
2020-03-19T00:00:00+09:00,1.796283847,337091535.1,153083823,0.02806352,0.863165233
2020-03-20T00:00:00+09:00,2.064904603,392959286.2,197727570.3,0.032714618,14.95424881
2020-03-21T00:00:00+09:00,2.168063229,410911918.4,218922570.6,0.034209209,4.995805903
2020-03-22T00:00:00+09:00,2.158465693,408154676.3,168680908.8,0.033979663,-0.442677827
2020-03-23T00:00:00+09:00,1.927420264,364853589,124882784.1,0.030374764,-10.7041511
2020-03-24T00:00:00+09:00,2.109893409,396860252.9,160273165,0.033039381,9.467221448
2020-03-25T00:00:00+09:00,2.146016513,405306124,148777802.6,0.033742516,1.712081944
2020-03-26T00:00:00+09:00,2.086183335,390656759.6,111273365.7,0.032522928,-2.788104243
2020-03-27T00:00:00+09:00,2.160999452,405518671.8,114806095.6,0.033760211,3.586267581
2020-03-28T00:00:00+09:00,1.996779697,369806246,67547488.87,0.030787082,-7.59925019
2020-03-29T00:00:00+09:00,1.977476017,369486220.3,137883309.3,0.030762269,-0.966740615
2020-03-30T00:00:00+09:00,1.855539543,348388380,81944621.57,0.029005728,-6.166268172
2020-03-31T00:00:00+09:00,1.966450726,368252962.9,111616446.7,0.030659591,5.97730098
2020-04-01T00:00:00+09:00,1.954646174,366029972.8,95721616.42,0.030474512,-0.600297357
2020-04-02T00:00:00+09:00,1.975723145,370927126.8,99281427.36,0.030882234,0.654852942
2020-04-03T00:00:00+09:00,1.988661227,369544830,138454221.5,0.030767148,0.654852942
2020-04-04T00:00:00+09:00,1.979199336,368397179,119692895.6,0.030671598,-0.475792001
2020-04-05T00:00:00+09:00,2.02352804,375571865.5,94206011.65,0.03126894,2.239729149
2020-04-06T00:00:00+09:00,2.066797461,382654304.6,94388064.8,0.031858602,2.138315852
2020-04-07T00:00:00+09:00,2.399258249,444079378.9,180183438.3,0.036972662,16.08579431
2020-04-08T00:00:00+09:00,2.341759848,434087419.7,195967299,0.036140763,-2.396507393
2020-04-09T00:00:00+09:00,2.476966359,457136123.4,154459868.1,0.038059726,5.773713788
2020-04-10T00:00:00+09:00,2.581236337,479211437.8,157406337.1,0.039936884,4.209583921
2020-04-11T00:00:00+09:00,2.302252748,427143173.8,148965135.1,0.03559758,-10.80813811
2020-04-12T00:00:00+09:00,2.305321232,426977798.2,120779286.3,0.035583798,0.13328179
2020-04-13T00:00:00+09:00,2.310003252,431444092.8,129271482,0.035956013,0.203096217
2020-04-14T00:00:00+09:00,2.262065737,420088325.6,122845330.1,0.035009638,-2.075214198
2020-04-15T00:00:00+09:00,2.358508598,438430414.2,142777530.8,0.036538244,4.26348625
2020-04-16T00:00:00+09:00,2.269667332,422457419.5,126895023.2,0.035207075,-3.766840915
2020-04-17T00:00:00+09:00,2.408526797,448185881.4,158627394.9,0.037351253,6.118053668
2020-04-18T00:00:00+09:00,2.37068534,442506546.2,137340534.9,0.036877944,-1.571145366
2020-04-19T00:00:00+09:00,2.507272024,464249972.6,133526716.2,0.038690014,5.761485156
2020-04-20T00:00:00+09:00,2.384795347,442864984,128021246.2,0.036907816,-4.884857951
2020-04-21T00:00:00+09:00,2.27538987,423519941.6,153889443.6,0.035295624,-4.587625411
2020-04-22T00:00:00+09:00,2.272223185,421821086.7,119319532.9,0.035154044,-0.139171067
2020-04-23T00:00:00+09:00,2.385363839,443665243,109646319.5,0.036974509,4.979293184
2020-04-24T00:00:00+09:00,2.396465713,444634846.2,162068615,0.037055314,0.465416359
2020-04-25T00:00:00+09:00,2.742568059,508819814.1,227456602.6,0.042404409,14.44219893
2020-04-26T00:00:00+09:00,2.871219899,533084321.4,223326644.1,0.044426583,4.69092609
2020-04-27T00:00:00+09:00,2.802684874,520599431.3,192953630.8,0.043386108,-2.38696539
2020-04-28T00:00:00+09:00,2.765764758,514141294.2,136733969.6,0.042847895,-1.317312432
2020-04-29T00:00:00+09:00,2.801273099,522567761.7,174109101.9,0.043550146,1.283852529
2020-04-30T00:00:00+09:00,2.929493323,547465272.4,223387225.2,0.045641314,4.577212572
2020-05-01T00:00:00+09:00,2.728200584,512715438.4,224940419.9,0.042744276,-6.87124759
2020-05-02T00:00:00+09:00,2.829365913,529109576.7,211021949.1,0.044111029,3.70813387
2020-05-03T00:00:00+09:00,2.870845777,536517846.6,149066089.2,0.044728645,1.466048027
2020-05-04T00:00:00+09:00,2.775655038,517820450.5,160107626,0.043169872,-3.31577334
2020-05-05T00:00:00+09:00,2.759471331,515016386.4,216802444.2,0.042936102,-0.583059021
2020-05-06T00:00:00+09:00,2.70236271,504083387.4,184782870.9,0.042024635,-2.069549339
2020-05-07T00:00:00+09:00,2.643803404,498712108.2,174163938.4,0.04157684,-2.166966911
2020-05-08T00:00:00+09:00,2.723267898,512234515.9,180558118.1,0.042704182,3.00568847
2020-05-09T00:00:00+09:00,2.807799083,528367164,175467075.8,0.044049135,3.104034839
2020-05-10T00:00:00+09:00,2.753669399,514724906.8,173940954.3,0.042911802,-1.927833231
2020-05-11T00:00:00+09:00,2.515755396,470156515.5,200137989.5,0.039196205,-8.639889833
2020-05-12T00:00:00+09:00,2.385019909,446680325.9,170099372.5,0.037239033,-5.196669278
2020-05-13T00:00:00+09:00,2.48350643,464471524.5,135611470.6,0.038722257,4.129379444
2020-05-14T00:00:00+09:00,2.546436098,476225666.1,135240291,0.039702181,2.533903939
2020-05-15T00:00:00+09:00,2.520383862,471120472.7,164165560.6,0.039276569,-1.023086165
2020-05-16T00:00:00+09:00,2.46701965,460133671.8,146837165,0.038360617,-2.117304964
2020-05-17T00:00:00+09:00,2.555610112,477507850.8,140674182.7,0.039809075,3.59099134
2020-05-18T00:00:00+09:00,2.538132729,474662222.2,132980123.6,0.039571839,-0.683882985
2020-05-19T00:00:00+09:00,2.592782411,483770307.4,150474379.9,0.040331166,2.153145164
2020-05-20T00:00:00+09:00,2.607677123,486872530.9,96199332.87,0.040669521,0.574468263
2020-05-21T00:00:00+09:00,2.70328767,504058194.3,149708506,0.042105076,3.666502479
2020-05-22T00:00:00+09:00,2.510028823,470347523.9,162944567.7,0.039289151,-7.149029997
2020-05-23T00:00:00+09:00,2.597443994,486363977.4,124558555.1,0.04062704,3.482636135
2020-05-24T00:00:00+09:00,2.590690001,485899854.8,102941531,0.040588271,-0.260024565
2020-05-25T00:00:00+09:00,2.495621008,469223846.2,131030510.4,0.039195288,-3.669639895
2020-05-26T00:00:00+09:00,2.613430238,488506866.6,130899744.8,0.04080604,4.720637873
2020-05-27T00:00:00+09:00,2.581124293,482919043.5,110940963.6,0.040339277,-1.236151027
2020-05-28T00:00:00+09:00,2.599949495,487132882.2,111642960.1,0.040691268,0.729341169
2020-05-29T00:00:00+09:00,2.664508291,499807420.3,89499470.32,0.04175,2.48307884
2020-05-30T00:00:00+09:00,2.674084281,498177191.3,85957917.46,0.041613823,0.359390498
2020-05-31T00:00:00+09:00,2.820472875,524231344.9,111148362.3,0.043790184,5.474344829
2020-06-01T00:00:00+09:00,2.74008003,506728476.1,112751203.1,0.042328131,-2.85033214
2020-06-02T00:00:00+09:00,2.855637924,532527949.5,116302395.9,0.044483217,4.217318198
2020-06-03T00:00:00+09:00,2.757449295,513910514.9,160776557.4,0.042928062,-3.438413114
2020-06-04T00:00:00+09:00,2.899475111,541467907.1,123401861.4,0.045229991,5.150622931
2020-06-05T00:00:00+09:00,3.075357396,572550337,190005905.4,0.047826374,6.066004299
2020-06-06T00:00:00+09:00,3.087986459,579427896,193563260.4,0.048400871,0.410653514
2020-06-07T00:00:00+09:00,3.067054635,573171422,129600768.8,0.047878255,-0.677847034
2020-06-08T00:00:00+09:00,3.020154885,563717740.3,145530416.9,0.047088568,-1.529146192
2020-06-09T00:00:00+09:00,3.146910908,589635412.8,144054268.9,0.04919916,4.197004047
2020-06-10T00:00:00+09:00,3.116129522,583916317.8,159593973.9,0.048721959,-0.978146091
2020-06-11T00:00:00+09:00,3.113217908,580665206.2,159280566.7,0.048450687,-0.093436883
2020-06-12T00:00:00+09:00,2.770095472,515139904.6,171527168.2,0.042983257,-11.02147187
2020-06-13T00:00:00+09:00,2.861570301,531996996.3,167395544,0.044389813,3.30222659
2020-06-14T00:00:00+09:00,2.873287795,534195276.1,160546814.4,0.044573237,0.409477768
2020-06-15T00:00:00+09:00,2.758196359,513827450.9,142855699.9,0.042873746,-4.005565905
2020-06-16T00:00:00+09:00,2.708458743,503996054.4,181395567.4,0.042053415,-1.803265949
2020-06-17T00:00:00+09:00,2.723378612,505533537.5,148580957.7,0.042181702,0.550861956
2020-06-18T00:00:00+09:00,2.703986819,501674559.9,158446518.3,0.041859709,-0.712049122
2020-06-19T00:00:00+09:00,2.649413168,492169388.2,145492300.9,0.041066598,-2.018266153
2020-06-20T00:00:00+09:00,2.602485847,481745817.3,138392147.8,0.040196856,-1.771234514
2020-06-21T00:00:00+09:00,2.621796212,486617625.2,135861006,0.040603359,0.741996903
2020-06-22T00:00:00+09:00,2.599835347,482744327.7,120078353.1,0.040280172,-0.837626698
2020-06-23T00:00:00+09:00,2.691358979,500297093.4,136967191.4,0.041744774,3.520362642
2020-06-24T00:00:00+09:00,2.763624529,512907645,143636534.7,0.042796998,2.685095164
2020-06-25T00:00:00+09:00,2.677317725,499285460.4,139809593.6,0.041660363,-3.12295695
2020-06-26T00:00:00+09:00,2.622653138,488059054.1,119014651.7,0.040723632,-2.041766885
2020-06-27T00:00:00+09:00,2.622575345,488063671.9,126522007.9,0.040724017,-0.002966203
2020-06-28T00:00:00+09:00,2.428831345,452225584.1,131125493.2,0.037733689,-7.387547533
2020-06-29T00:00:00+09:00,2.510540021,466503818,103749822.4,0.038890182,3.364114879
2020-06-30T00:00:00+09:00,2.645487392,492677816.4,130144256.2,0.041072183,5.375232805
2020-07-01T00:00:00+09:00,2.596633342,483876645.7,96168829.96,0.040338471,-1.846693743
2020-07-02T00:00:00+09:00,2.660392546,496962202.5,100432035.9,0.041429351,2.455456579
2020-07-03T00:00:00+09:00,2.659501985,497144362.9,122243052.6,0.041444537,-0.033474788
2020-07-04T00:00:00+09:00,2.687854491,501746980.8,115430392.4,0.041828235,1.066083255
2020-07-05T00:00:00+09:00,2.768713041,516018770.5,114963321.4,0.043018006,3.008293424
2020-07-06T00:00:00+09:00,2.920729545,544624889,164524740.7,0.045402761,5.490511387
2020-07-07T00:00:00+09:00,3.016773896,562407908.6,173045749,0.046885246,3.288368508
2020-07-08T00:00:00+09:00,3.21197654,601208340.4,164584271.7,0.050119851,6.470575883
2020-07-09T00:00:00+09:00,3.552358794,666070104.4,208572336.8,0.055527065,10.59728333
2020-07-10T00:00:00+09:00,3.77977792,712802754.7,213233009.7,0.059422941,6.401918814
2020-07-11T00:00:00+09:00,4.066613961,769199265.9,291003749.9,0.064124448,7.588700876
2020-07-12T00:00:00+09:00,3.934676408,747982016.3,307772448,0.062355667,-3.244408092
2020-07-13T00:00:00+09:00,4.017786704,759991399.4,201899075,0.063356832,2.112252364
2020-07-14T00:00:00+09:00,3.876939521,734779154.5,247151215.7,0.061255008,-3.505591327
2020-07-15T00:00:00+09:00,3.954472266,752015309.6,202588156.3,0.062691904,1.999844045
2020-07-16T00:00:00+09:00,4.043584018,768803262.8,160523697.4,0.064091435,2.253442342
2020-07-17T00:00:00+09:00,4.058263491,763591387,226704758.8,0.063656946,0.363031225
2020-07-18T00:00:00+09:00,4.138080212,786371681.4,193595209.3,0.065556029,1.966770306
2020-07-19T00:00:00+09:00,4.37271242,832010012.3,236651076.5,0.069267964,5.670073955
2020-07-20T00:00:00+09:00,4.19070916,796869555.5,235212888.8,0.066342388,-4.16225086
2020-07-21T00:00:00+09:00,3.880842633,738703008.7,167357161.8,0.061499805,-7.394131049
2020-07-22T00:00:00+09:00,4.00490534,758583997.1,137432190.3,0.063154972,3.196798194
2020-07-23T00:00:00+09:00,4.007637175,762019163.5,129717419.1,0.063440962,0.068212228
2020-07-24T00:00:00+09:00,3.950859547,755296100,142804424.3,0.062881242,-1.41673573
2020-07-25T00:00:00+09:00,3.811395342,723850830.1,141678160.7,0.060263305,-3.52997124
2020-07-26T00:00:00+09:00,3.90799705,744227651,151230221,0.061959752,2.534549674
2020-07-27T00:00:00+09:00,3.801976885,724550496.9,149699778.6,0.060321555,-2.712902877
2020-07-28T00:00:00+09:00,3.59666747,686107081.3,215253063.2,0.057120996,-5.40007006
2020-07-29T00:00:00+09:00,3.746773325,714699398.9,153303271.5,0.059501414,4.173470471
2020-07-30T00:00:00+09:00,3.631255774,691361534,137928521.6,0.057558449,-3.083120876
2020-07-31T00:00:00+09:00,3.727167642,709174557.8,128435810.2,0.05904145,2.64128649
2020-08-01T00:00:00+09:00,3.795514882,722355972.8,131392306.4,0.060138852,1.833758121
2020-08-02T00:00:00+09:00,4.084184851,773528943.9,197456909.8,0.064399195,7.605554938
2020-08-03T00:00:00+09:00,3.88193034,732497040.4,185194872.6,0.060983134,-4.952139012
2020-08-04T00:00:00+09:00,3.846957927,727699918.9,185015139.6,0.060583756,-0.90090265
2020-08-05T00:00:00+09:00,4.00000762,949392998.2,148785520,0.079040539,3.978460297
2020-08-06T00:00:00+09:00,4.162219057,987083917.2,168045546.5,0.08217845,4.055278197
2020-08-07T00:00:00+09:00,4.187906209,994499292,159963580.8,0.082795807,0.617150419
2020-08-08T00:00:00+09:00,4.010042686,951509877.4,227404184.8,0.079015679,-4.247075148
2020-08-09T00:00:00+09:00,4.414955151,1047626611,250377961.5,0.086997445,10.09746024
2020-08-10T00:00:00+09:00,5.259324595,1244048478,472270482.9,0.103308791,19.12521
2020-08-11T00:00:00+09:00,5.422001409,1290538294,454680839.7,0.107169418,3.093112263
2020-08-12T00:00:00+09:00,4.91613432,1168796946,311641069,0.097059722,-9.329895946
2020-08-13T00:00:00+09:00,5.966474129,1415963156,481479859.2,0.117585001,21.36515687
2020-08-14T00:00:00+09:00,6.024396995,1441637750,624105829.3,0.119717082,0.970805622
2020-08-15T00:00:00+09:00,6.097506309,1448905732,493354122.5,0.120320633,1.213554053
2020-08-16T00:00:00+09:00,6.094416555,1447295818,287706956.1,0.120186941,-0.050672418
2020-08-17T00:00:00+09:00,6.209682363,1476117930,367001899.4,0.122580399,1.891334575
2020-08-18T00:00:00+09:00,5.911568096,1420109797,322378393.4,0.117929349,-4.800797358
2020-08-19T00:00:00+09:00,5.800620944,1378658318,312124252.6,0.114487118,-1.876780406
2020-08-20T00:00:00+09:00,5.67470354,1346687505,318301543.7,0.111832184,-2.170757333
2020-08-21T00:00:00+09:00,6.287738748,1495428019,218500987.2,0.124183956,10.80294687
2020-08-22T00:00:00+09:00,5.605110887,1341530817,363334663.3,0.11140396,-10.85649212
2020-08-23T00:00:00+09:00,6.4511146,1539860354,422766813.2,0.127873724,15.09343402
2020-08-24T00:00:00+09:00,8.466918476,1992615571,1133164500,0.165244206,31.24737353
2020-08-25T00:00:00+09:00,8.144017617,1923888554,674634512.5,0.159544792,-3.813676243
2020-08-26T00:00:00+09:00,8.404247654,2001179626,730302834.2,0.165954408,3.195352079
2020-08-27T00:00:00+09:00,7.715709877,1838706337,675319454.8,0.152480776,-8.192735444
2020-08-28T00:00:00+09:00,7.255626342,1725880022,618250758.5,0.143124282,-5.96294499
2020-08-29T00:00:00+09:00,7.571570245,1807535899,475849643.8,0.149895865,4.354467672
2020-08-30T00:00:00+09:00,7.285038159,1743439330,420803756.7,0.144580446,-3.784315227
2020-08-31T00:00:00+09:00,7.632812148,1818893165,479368182.7,0.150837703,4.773811491
2020-09-01T00:00:00+09:00,7.262357994,1738674154,426397397.1,0.144185278,-4.853442576
2020-09-02T00:00:00+09:00,7.200707885,1730709734,495856047.9,0.143524802,-0.848899339
2020-09-03T00:00:00+09:00,6.654594949,1585365861,353568110.9,0.131471683,-7.584156234
2020-09-04T00:00:00+09:00,4.948208604,1188994590,239895821.7,0.09860129,-25.64222703
2020-09-05T00:00:00+09:00,5.497519279,1311302091,316324473.5,0.108744043,11.10120285
2020-09-06T00:00:00+09:00,4.911653256,1168469510,281091816.9,0.096899181,-10.6569162
2020-09-07T00:00:00+09:00,5.188742162,1237650675,301466646.1,0.102636256,5.641459017
2020-09-08T00:00:00+09:00,5.038472479,1201513294,297914800,0.099639445,-2.896071501
2020-09-09T00:00:00+09:00,4.94521077,1176259957,365958451.5,0.097545229,-1.85099173
2020-09-10T00:00:00+09:00,5.326244891,1268302568,291154652.4,0.105178166,7.705113867
2020-09-11T00:00:00+09:00,5.326584055,1271915028,367590519.4,0.105477741,0.006367798
2020-09-12T00:00:00+09:00,5.335889201,1273871091,408070335.1,0.105639954,0.17469255
2020-09-13T00:00:00+09:00,5.598246641,1333509893,393991136.5,0.110191892,4.916845726
2020-09-14T00:00:00+09:00,5.264414434,1245861793,390657144.2,0.102949268,-5.963156478
2020-09-15T00:00:00+09:00,5.407956103,1290585557,400328391.1,0.106644926,2.726640748
2020-09-16T00:00:00+09:00,4.874155917,1161683589,367045879,0.095993373,-9.870645679
2020-09-17T00:00:00+09:00,5.148809229,1215274441,219318235.3,0.100421744,5.634889745
2020-09-18T00:00:00+09:00,5.057111379,1208964769,351007558.1,0.099900357,-1.780952576
2020-09-19T00:00:00+09:00,4.964643915,1174510413,342645957.2,0.097053291,-1.828464062
2020-09-20T00:00:00+09:00,4.936206973,1177258500,175857717.1,0.097280374,-0.572789157
2020-09-21T00:00:00+09:00,4.667282487,1111782290,266054200.9,0.09186988,-5.447998567
2020-09-22T00:00:00+09:00,4.10405887,985811135.8,350812508.5,0.081460508,-12.06748507
2020-09-23T00:00:00+09:00,4.210208635,996446987.7,124575111.5,0.082339381,2.586458152
2020-09-24T00:00:00+09:00,3.859165803,921007397.2,213795798.7,0.076105583,-8.337896357
2020-09-25T00:00:00+09:00,4.469325394,1068784137,242812644.2,0.088316815,15.8106602
2020-09-26T00:00:00+09:00,4.780944733,1143910606,246284933.4,0.094524738,6.972402129
2020-09-27T00:00:00+09:00,4.602389892,1096424930,199779996.9,0.090600856,-3.734718792
2020-09-28T00:00:00+09:00,4.717668682,1123480548,223972564.8,0.092836542,2.504759334
2020-09-29T00:00:00+09:00,4.82795437,1152678554,288175578,0.09524926,2.33771584
2020-09-30T00:00:00+09:00,5.270804888,1255939497,284463400,0.103782019,9.17263263
2020-10-01T00:00:00+09:00,5.360154835,1278519043,312981753.4,0.105647834,1.695185998
2020-10-02T00:00:00+09:00,5.134419511,1219537253,265682149.9,0.100773993,-4.211358262
2020-10-03T00:00:00+09:00,4.903698112,1165834068,291581024.8,0.096557185,-4.493621905
2020-10-04T00:00:00+09:00,5.016915866,1198281802,208831956.2,0.099244585,2.308823911
2020-10-05T00:00:00+09:00,5.317029103,1276571822,243602843.8,0.105728753,5.982026499
2020-10-06T00:00:00+09:00,5.362318784,1281139080,253765365.5,0.106107024,0.851785478
2020-10-07T00:00:00+09:00,4.744653316,1131471967,244182824,0.093711233,-11.51862642
2020-10-08T00:00:00+09:00,4.871880656,1161713418,211086106,0.096215903,2.681488634
2020-10-09T00:00:00+09:00,5.051101874,1204249724,221367457,0.099738862,3.678686558
2020-10-10T00:00:00+09:00,5.165234704,1228902192,227903972,0.101780639,2.259563003
2020-10-11T00:00:00+09:00,5.517812173,1320134308,250286392.3,0.109336703,6.825971899
2020-10-12T00:00:00+09:00,6.069327172,1460980280,387047222.9,0.121001905,9.995175287
2020-10-13T00:00:00+09:00,5.984679081,1430095698,317157472,0.11844397,-1.394686573
2020-10-14T00:00:00+09:00,6.011573432,1433395948,297776236.7,0.118717305,0.449386693
2020-10-15T00:00:00+09:00,5.748549689,1369757310,285788551.8,0.113446599,-4.375289525
2020-10-16T00:00:00+09:00,5.746713786,1370560227,218353246.8,0.113513099,-0.031936812
2020-10-17T00:00:00+09:00,5.411449273,1295742174,207190320.4,0.107316487,-5.834021414
2020-10-18T00:00:00+09:00,5.468043533,1300936463,77155292.76,0.107746691,1.045824454
2020-10-19T00:00:00+09:00,5.763025562,1373264611,152047153.2,0.113737082,5.394654006
2020-10-20T00:00:00+09:00,5.505448971,1312758534,180932694.1,0.108725823,-4.469468132
2020-10-21T00:00:00+09:00,5.035540456,1202611876,148715664,0.099603212,-8.535335046
2020-10-22T00:00:00+09:00,5.232906502,1245551744,155568251.4,0.103159595,3.919461039
2020-10-23T00:00:00+09:00,5.416046992,1291242296,204302094.4,0.107082582,3.499785251
2020-10-24T00:00:00+09:00,5.346871341,1274819531,233790894.6,0.105720644,-1.277235055
2020-10-25T00:00:00+09:00,5.539919602,1320557928,215075338.4,0.109513724,3.610490112
2020-10-26T00:00:00+09:00,5.30233166,1265517610,217899222,0.104949237,-4.288653249
2020-10-27T00:00:00+09:00,5.144314054,1225755572,245540043.6,0.101651775,-2.980153202
2020-10-28T00:00:00+09:00,5.141198094,1221325186,233792697,0.101284364,-0.060570953
2020-10-29T00:00:00+09:00,4.796150847,1142272066,206259827.3,0.094728497,-6.711417081
2020-10-30T00:00:00+09:00,4.626591651,1103661956,164314473.9,0.091526565,-3.53531823
